surface_m2,nb_pieces,etage,ascenseur,temps_metro,annee_construction,quartier,balcon_terrasse_m2,etat_bien,stationnement,prix_eur
48,2,11,0,9,1934,Croix-Rousse,5,bon,0,308400
41,2,13,0,3,2006,Presqu'île,3,bon,1,326700
28,1,13,1,8,1906,Vieux Lyon,5,bon,0,179600
57,2,15,0,11,2025,Confluence,14,bon,1,420600
57,3,11,1,4,1980,Part-Dieu,3,bon,1,395000
52,2,11,0,8,1921,Vieux Lyon,1,à rénover,0,277800
41,2,11,0,5,1989,Part-Dieu,4,neuf,1,309400
102,5,15,1,10,1962,Croix-Rousse,6,à rénover,0,604400
26,1,2,1,9,2024,Confluence,0,neuf,1,192400
73,3,14,1,8,1912,Croix-Rousse,11,bon,0,479900
61,3,0,0,8,2025,Confluence,7,bon,1,403300
32,2,0,0,6,2019,Part-Dieu,10,neuf,1,247000
36,2,12,0,4,1963,Part-Dieu,6,bon,0,239300
43,2,12,0,8,2025,Monplaisir,7,à rénover,1,263500
59,2,15,1,6,1951,Vieux Lyon,3,bon,0,407500
73,3,6,1,7,1995,Monplaisir,6,à rénover,1,406800
69,3,0,0,6,1928,Croix-Rousse,0,bon,0,418800
40,2,2,0,6,1945,Part-Dieu,1,bon,0,235700
110,5,3,0,8,1966,Part-Dieu,0,bon,1,680800
77,4,8,0,6,1951,Presqu'île,2,bon,0,526600
44,2,2,0,4,1986,Presqu'île,6,neuf,0,337700
41,2,7,0,7,2017,Confluence,10,neuf,1,304300
86,4,6,0,7,1991,Monplaisir,7,bon,1,538400
43,2,13,0,2,1942,Presqu'île,6,bon,0,317700
36,1,1,0,6,1998,Part-Dieu,0,neuf,0,237900
65,3,0,0,7,1999,Part-Dieu,1,neuf,0,417600
87,4,0,0,6,2002,Part-Dieu,0,à rénover,1,487300
80,3,15,1,3,1959,Monplaisir,6,bon,1,540000
42,2,1,0,8,2013,Croix-Rousse,3,bon,1,292900
52,3,2,0,6,1963,Part-Dieu,0,bon,1,316100
72,3,6,0,8,1930,Croix-Rousse,3,à rénover,0,376300
46,2,5,0,5,1994,Part-Dieu,6,bon,0,301100
73,3,13,1,7,1993,Croix-Rousse,6,bon,1,514700
33,1,7,1,7,2021,Confluence,4,bon,1,240100
49,2,14,0,6,2025,Confluence,6,neuf,1,380300
36,1,1,0,9,1951,Vieux Lyon,5,bon,1,229500
75,3,15,1,8,1946,Croix-Rousse,11,à rénover,0,447900
92,5,0,0,4,1942,Presqu'île,5,bon,0,600000
58,2,2,0,8,2001,Monplaisir,2,bon,0,342500
139,5,4,0,7,2022,Monplaisir,7,neuf,1,929200
65,3,7,0,10,2000,Confluence,7,bon,1,423900
104,4,10,0,8,1910,Croix-Rousse,0,bon,0,641000
34,2,13,1,8,1956,Monplaisir,5,bon,0,211300
45,2,12,1,6,2024,Confluence,11,bon,1,339400
32,1,4,1,8,1980,Croix-Rousse,1,neuf,1,236000
41,2,3,0,9,1965,Croix-Rousse,3,bon,1,269300
54,2,9,0,4,1935,Vieux Lyon,6,bon,0,355000
60,3,14,0,8,2010,Confluence,11,bon,1,434700
61,3,3,0,5,1949,Monplaisir,1,à rénover,0,301400
42,2,1,0,8,1987,Monplaisir,2,bon,1,251200
32,1,0,0,4,1950,Part-Dieu,3,bon,0,193900
22,1,7,1,5,1999,Part-Dieu,5,bon,1,166000
62,3,7,0,7,2010,Confluence,8,neuf,1,449600
35,2,15,1,7,1987,Monplaisir,4,neuf,1,256400
61,3,1,0,9,2018,Confluence,3,neuf,1,427200
86,4,10,1,9,1975,Monplaisir,5,bon,1,528000
28,1,8,0,3,1939,Part-Dieu,6,à rénover,1,174400
42,2,11,0,7,1964,Confluence,3,à rénover,0,234100
111,6,3,0,7,1974,Part-Dieu,1,bon,1,660700
116,5,5,0,4,1956,Presqu'île,0,bon,0,797700
31,1,6,1,6,2025,Confluence,5,neuf,1,242400
70,3,5,1,10,1956,Monplaisir,3,bon,0,394300
26,1,3,0,8,1992,Croix-Rousse,4,bon,0,168000
86,4,13,1,6,2025,Confluence,12,neuf,1,664800
36,2,0,1,7,1964,Vieux Lyon,0,neuf,0,234600
63,3,5,0,6,1921,Vieux Lyon,2,bon,0,379400
55,2,8,0,6,2025,Part-Dieu,7,neuf,1,420200
49,3,4,0,6,1909,Croix-Rousse,0,bon,0,298100
67,3,8,0,9,2025,Confluence,7,bon,1,462900
59,3,1,1,3,1991,Presqu'île,0,bon,0,419600
37,2,9,0,3,1973,Part-Dieu,3,bon,1,257700
42,2,2,0,5,1891,Vieux Lyon,0,à rénover,0,205900
86,4,1,0,5,1967,Presqu'île,0,bon,0,578500
18,1,5,0,10,1934,Croix-Rousse,2,bon,0,107500
49,2,5,0,8,1914,Vieux Lyon,6,bon,0,291300
56,3,5,0,4,1933,Presqu'île,7,à rénover,0,328200
50,3,0,0,7,1953,Vieux Lyon,1,bon,0,297300
32,2,10,1,3,1970,Presqu'île,6,bon,0,241600
114,5,12,0,7,1983,Vieux Lyon,2,à rénover,0,664400
39,2,13,0,8,1912,Croix-Rousse,7,bon,0,248400
76,3,1,0,8,1944,Vieux Lyon,4,bon,0,465700
50,2,2,0,4,2008,Presqu'île,5,à rénover,0,319500
64,3,10,0,8,1971,Part-Dieu,7,à rénover,0,346600
41,2,14,1,4,2025,Part-Dieu,10,neuf,1,338900
81,4,0,0,1,1923,Presqu'île,0,bon,0,521900
32,1,1,0,7,1940,Presqu'île,0,à rénover,0,180600
70,3,2,0,8,1965,Monplaisir,3,à rénover,0,337700
62,2,11,0,6,1993,Monplaisir,8,neuf,0,430700
54,2,0,0,7,1951,Vieux Lyon,0,neuf,0,343700
36,2,10,1,3,1975,Presqu'île,1,neuf,0,277000
37,2,12,1,6,1982,Part-Dieu,6,bon,0,246800
18,1,5,0,5,1955,Vieux Lyon,5,bon,0,120300
54,3,4,1,5,1990,Presqu'île,0,bon,1,399500
71,4,13,0,7,1957,Vieux Lyon,5,à rénover,0,407300
41,2,14,0,2,1953,Presqu'île,1,bon,0,294300
62,3,13,1,8,2009,Monplaisir,4,bon,1,414700
23,1,7,0,6,1952,Croix-Rousse,6,bon,0,155800
39,2,0,0,6,1987,Croix-Rousse,8,à rénover,1,241800
36,2,6,0,7,1998,Part-Dieu,7,bon,1,251500
18,1,15,0,8,1955,Croix-Rousse,4,bon,0,124400
44,2,3,0,6,1945,Presqu'île,0,bon,0,291500
28,1,11,0,7,2014,Confluence,6,neuf,1,218000
24,1,1,0,7,1970,Monplaisir,0,bon,1,150700
90,4,5,0,4,2018,Part-Dieu,4,neuf,1,633100
18,1,8,0,8,1939,Monplaisir,6,à rénover,0,93600
36,1,8,0,9,1971,Monplaisir,1,à rénover,1,199600
42,2,2,0,9,1950,Croix-Rousse,0,bon,1,261400
82,3,1,0,7,2022,Croix-Rousse,3,neuf,1,580200
49,2,15,1,7,2000,Part-Dieu,10,neuf,1,376300
48,2,7,1,6,1964,Croix-Rousse,0,neuf,0,342900
60,3,7,1,4,1985,Part-Dieu,7,bon,1,410200
33,2,15,1,7,1948,Croix-Rousse,4,bon,1,248500
31,1,13,1,7,2003,Confluence,10,à rénover,1,215500
53,3,2,0,7,1939,Vieux Lyon,2,bon,0,340600
32,2,7,0,6,2013,Part-Dieu,10,neuf,1,242300
48,2,6,1,8,2025,Confluence,3,neuf,1,346500
36,2,14,0,6,1959,Presqu'île,8,bon,0,262100
24,1,0,0,5,1966,Part-Dieu,0,bon,1,155600
61,2,13,1,6,1964,Croix-Rousse,4,neuf,0,445200
185,7,15,0,7,1917,Vieux Lyon,10,bon,0,1149600
28,1,1,0,1,1939,Part-Dieu,0,bon,0,169200
75,3,8,1,4,1955,Presqu'île,0,bon,0,521600
46,2,6,0,6,1959,Monplaisir,1,bon,0,268100
38,2,6,1,7,1979,Part-Dieu,3,bon,0,237000
43,2,13,0,7,1931,Vieux Lyon,3,à rénover,0,238500
100,4,6,1,2,2005,Presqu'île,7,neuf,0,791700
90,4,3,1,7,2002,Confluence,7,à rénover,1,511000
48,2,5,0,9,1950,Monplaisir,1,à rénover,0,221400
37,2,15,0,5,1988,Part-Dieu,9,bon,0,268900
27,2,11,0,5,1909,Part-Dieu,0,bon,1,179900
24,1,1,0,7,1924,Presqu'île,2,bon,0,152200
36,2,10,0,5,1982,Part-Dieu,7,bon,1,260500
59,3,7,0,4,1950,Presqu'île,4,à rénover,0,354700
41,2,13,0,6,1993,Monplaisir,7,bon,0,270100
61,3,11,1,9,1972,Monplaisir,9,bon,0,381400
84,4,2,0,5,2017,Presqu'île,0,bon,0,588800
18,1,11,0,5,1941,Vieux Lyon,1,bon,0,117500
52,2,5,0,4,1957,Presqu'île,4,à rénover,0,318300
42,2,0,0,6,1984,Part-Dieu,4,à rénover,0,217300
57,3,10,0,10,1916,Croix-Rousse,2,bon,0,348100
30,1,6,0,2,1955,Presqu'île,2,à rénover,0,189700
38,2,15,1,5,2025,Part-Dieu,11,neuf,1,309000
36,2,2,0,5,1983,Part-Dieu,1,bon,0,224900
32,1,12,0,9,1942,Croix-Rousse,6,bon,0,212700
21,1,14,1,4,1942,Vieux Lyon,6,bon,0,149000
62,3,14,0,3,1984,Presqu'île,11,bon,0,477600
58,2,8,0,6,1983,Presqu'île,6,neuf,1,450100
23,1,10,0,8,1970,Croix-Rousse,0,à rénover,0,128200
53,3,0,0,5,1933,Vieux Lyon,0,bon,0,320000
149,7,0,0,6,2010,Part-Dieu,4,neuf,1,1012600
95,4,1,0,4,1978,Part-Dieu,0,bon,0,576200
55,3,2,0,5,2014,Part-Dieu,2,neuf,1,397700
36,1,1,1,9,1958,Confluence,1,à rénover,0,188000
72,3,13,0,5,1954,Part-Dieu,3,bon,0,462500
29,1,9,1,5,2009,Part-Dieu,4,bon,1,212700
55,2,5,0,5,1964,Part-Dieu,3,à rénover,1,304200
38,2,13,0,4,1947,Presqu'île,5,bon,0,272300
40,2,10,1,7,1913,Vieux Lyon,3,à rénover,0,213000
69,3,0,1,4,1893,Vieux Lyon,2,à rénover,0,341300
41,2,0,0,5,1947,Presqu'île,0,neuf,0,283500
28,1,15,1,6,2013,Part-Dieu,9,bon,1,217500
44,2,9,1,8,2025,Confluence,8,neuf,0,318100
37,2,12,0,8,2013,Confluence,9,neuf,1,293700
52,2,11,0,10,2000,Confluence,2,bon,1,349500
38,2,13,1,11,1986,Croix-Rousse,13,bon,1,293100
70,3,10,1,7,1929,Vieux Lyon,8,à rénover,0,383200
20,1,14,0,5,1963,Croix-Rousse,8,bon,1,163300
135,6,12,0,6,1920,Vieux Lyon,5,à rénover,0,730500
36,2,8,0,5,1942,Presqu'île,1,bon,0,248400
18,1,0,0,7,1954,Confluence,4,à rénover,0,93300
40,2,6,0,7,1983,Monplaisir,8,bon,0,245800
59,3,2,0,6,1920,Monplaisir,1,neuf,0,343800
45,2,3,0,7,1923,Vieux Lyon,0,bon,0,257900
115,6,0,0,4,1933,Vieux Lyon,1,bon,0,683100
47,2,13,0,8,1946,Croix-Rousse,5,à rénover,0,272500
105,5,13,1,4,2000,Part-Dieu,5,neuf,0,772300
23,1,7,0,7,1991,Part-Dieu,8,neuf,1,176800
32,2,8,1,2,1991,Part-Dieu,6,neuf,1,252900
18,1,15,1,6,1999,Part-Dieu,7,bon,1,147700
78,3,9,0,8,1950,Croix-Rousse,10,à rénover,0,444200
39,2,12,0,5,1916,Vieux Lyon,7,à rénover,0,219900
53,2,8,0,5,2017,Part-Dieu,10,bon,1,378100
110,5,12,1,4,2004,Part-Dieu,4,à rénover,1,663700
56,3,7,0,3,1951,Presqu'île,1,à rénover,0,344300
50,2,13,0,3,1991,Presqu'île,7,neuf,0,396000
72,3,12,0,8,1966,Croix-Rousse,6,neuf,0,513700
54,2,8,1,8,1944,Croix-Rousse,0,bon,0,347300
38,2,2,0,8,1953,Croix-Rousse,2,bon,0,231400
33,2,9,0,1,1960,Presqu'île,11,bon,1,263100
64,3,11,0,4,1969,Part-Dieu,1,bon,1,417700
21,1,7,1,6,1916,Vieux Lyon,0,à rénover,0,112500
62,2,8,0,3,1943,Vieux Lyon,6,à rénover,0,359400
60,3,10,1,6,2025,Part-Dieu,7,neuf,1,452400
76,3,15,1,5,1955,Monplaisir,8,bon,0,499000
34,2,9,1,5,1978,Part-Dieu,5,bon,1,240700
60,3,15,1,9,2025,Confluence,6,bon,1,433400
28,1,13,1,6,1889,Vieux Lyon,7,bon,0,183000
48,2,11,1,6,2003,Confluence,7,bon,1,348200
40,2,0,0,5,1969,Part-Dieu,1,à rénover,1,219800
54,3,13,1,5,1977,Presqu'île,7,à rénover,0,358400
99,5,11,0,5,1984,Part-Dieu,3,bon,1,647200
24,1,9,1,9,1998,Confluence,6,neuf,1,187600
39,2,10,1,7,1961,Croix-Rousse,4,à rénover,1,244800
47,2,0,0,7,1969,Vieux Lyon,0,bon,0,290000
102,4,14,1,8,1984,Monplaisir,9,à rénover,0,567800
22,1,5,1,7,1933,Vieux Lyon,0,à rénover,0,116700
48,2,14,1,11,2025,Confluence,12,neuf,1,378400
26,1,3,0,4,1953,Presqu'île,4,neuf,0,194400
94,4,8,1,8,2007,Confluence,7,bon,1,649400
52,2,12,1,6,1987,Presqu'île,13,bon,1,409300
40,2,0,0,6,1981,Part-Dieu,0,bon,1,262300
114,5,11,1,9,2011,Confluence,9,bon,1,771900
57,2,3,0,7,1968,Part-Dieu,2,bon,1,359100
69,3,12,1,4,1966,Presqu'île,3,à rénover,1,448700
177,7,6,1,5,2000,Part-Dieu,4,à rénover,1,997700
85,4,12,0,6,1952,Croix-Rousse,4,bon,0,565700
36,2,8,0,9,1956,Vieux Lyon,9,bon,0,234900
60,2,5,1,5,1948,Part-Dieu,1,bon,1,374600
31,1,12,0,9,1934,Monplaisir,8,neuf,0,203800
85,4,14,1,7,1917,Croix-Rousse,2,bon,0,550100
74,4,14,0,3,1969,Part-Dieu,3,bon,1,497400
18,1,6,0,6,2024,Confluence,2,neuf,1,141500
18,1,11,0,8,2006,Confluence,10,neuf,1,155000
50,2,0,0,5,1964,Part-Dieu,0,à rénover,0,255100
43,3,11,0,4,1963,Croix-Rousse,2,à rénover,0,252200
37,2,3,0,8,2019,Confluence,2,bon,0,234300
95,5,11,0,8,1946,Vieux Lyon,2,à rénover,1,538200
59,3,0,0,7,1927,Vieux Lyon,3,à rénover,0,287200
28,1,15,0,8,1973,Monplaisir,5,bon,0,180300
24,1,4,0,6,1989,Croix-Rousse,7,bon,1,185800
86,4,9,0,7,1970,Monplaisir,7,à rénover,1,452500
69,3,2,0,7,1996,Confluence,1,neuf,1,466100
171,7,13,0,9,1981,Croix-Rousse,11,neuf,0,1190500
36,2,8,0,7,1964,Croix-Rousse,8,à rénover,1,229600
58,3,0,0,5,1960,Part-Dieu,0,à rénover,0,294200
65,3,7,0,11,2015,Confluence,10,bon,1,443400
34,2,13,0,5,1969,Part-Dieu,0,à rénover,0,188700
77,3,3,0,7,1936,Croix-Rousse,1,à rénover,0,390100
49,3,0,0,8,2025,Part-Dieu,3,bon,1,318200
41,2,1,1,4,1975,Part-Dieu,5,bon,1,266800
37,2,12,0,8,1975,Confluence,6,bon,1,252600
53,2,7,0,7,1996,Confluence,6,à rénover,1,322300
60,3,13,1,9,1916,Croix-Rousse,0,bon,0,377900
41,2,2,0,5,1946,Monplaisir,0,bon,0,228800
67,3,6,1,6,1934,Croix-Rousse,0,à rénover,0,357400
36,2,7,0,5,1966,Presqu'île,2,bon,0,250100
64,4,0,0,6,1985,Monplaisir,5,bon,1,398500
47,2,0,0,5,2025,Part-Dieu,5,bon,1,322600
65,3,5,1,7,1975,Croix-Rousse,0,bon,0,422600
26,1,1,0,5,1984,Presqu'île,0,bon,0,177800
39,2,15,1,9,1961,Croix-Rousse,15,bon,0,283700
45,2,13,1,7,1955,Vieux Lyon,8,à rénover,0,266800
37,2,11,0,3,1965,Presqu'île,7,à rénover,0,240900
40,2,3,1,4,2011,Part-Dieu,6,neuf,0,285300
69,3,6,0,8,1931,Vieux Lyon,5,bon,0,410800
46,2,2,0,7,1937,Croix-Rousse,0,bon,0,276800
43,2,12,1,7,1967,Part-Dieu,2,bon,1,281300
57,2,7,0,3,1974,Presqu'île,3,bon,0,402000
61,3,8,0,7,1965,Croix-Rousse,1,bon,0,394200
37,2,12,1,8,1996,Confluence,8,neuf,0,267300
51,3,2,0,4,2001,Presqu'île,0,bon,1,369000
68,3,1,0,4,1967,Presqu'île,0,bon,0,459700
67,3,10,1,4,1944,Vieux Lyon,11,à rénover,0,395400
23,1,4,0,5,2015,Part-Dieu,5,neuf,0,160600
21,1,4,0,8,2010,Monplaisir,8,à rénover,1,135100
27,1,0,0,7,1935,Vieux Lyon,3,bon,0,162300
108,5,3,0,6,1960,Croix-Rousse,1,bon,1,680400
40,2,9,1,6,1946,Part-Dieu,2,à rénover,1,224800
39,2,1,0,4,1962,Presqu'île,6,à rénover,0,235700
31,1,8,0,8,1934,Croix-Rousse,2,bon,0,194700
48,2,4,0,3,2022,Part-Dieu,7,neuf,1,364100
123,6,5,1,5,2018,Part-Dieu,7,bon,1,839400
24,1,8,0,5,1889,Vieux Lyon,1,bon,0,142900
62,3,9,1,8,1931,Vieux Lyon,1,à rénover,0,336900
81,4,11,1,8,2025,Confluence,8,à rénover,1,510200
65,3,7,1,6,1930,Vieux Lyon,1,bon,0,405800
46,2,3,0,4,1958,Part-Dieu,0,à rénover,1,249400
63,3,10,0,5,1949,Croix-Rousse,1,bon,0,412700
60,3,14,1,5,1979,Vieux Lyon,6,bon,1,430100
48,2,9,0,3,1980,Part-Dieu,4,bon,1,321700
34,2,0,0,5,1943,Vieux Lyon,0,bon,0,203500
43,2,7,1,8,2003,Confluence,4,bon,1,300500
43,2,4,0,5,2003,Presqu'île,9,bon,1,335100
36,2,10,0,6,1965,Presqu'île,0,à rénover,0,218800
51,2,1,0,6,1987,Croix-Rousse,0,bon,0,329200
48,2,9,0,6,2025,Confluence,7,bon,1,344400
18,1,1,0,3,1923,Vieux Lyon,0,à rénover,0,92500
70,3,2,0,2,1962,Presqu'île,0,neuf,0,505800
69,3,0,0,9,1962,Croix-Rousse,2,bon,1,436500
28,1,5,0,8,1973,Presqu'île,2,bon,0,192400
38,2,2,0,5,1946,Presqu'île,0,à rénover,0,217900
21,1,5,0,4,1933,Presqu'île,4,neuf,1,172700
64,3,4,1,6,1948,Presqu'île,0,à rénover,0,371000
18,1,8,1,4,1948,Presqu'île,0,bon,0,124400
34,1,10,0,7,1951,Croix-Rousse,4,neuf,0,244300
70,3,0,0,4,1963,Presqu'île,0,neuf,0,495500
53,2,8,0,9,2025,Confluence,5,bon,1,362600
54,2,15,1,7,2006,Part-Dieu,9,bon,1,379000
44,2,13,0,4,1928,Vieux Lyon,4,bon,0,292200
63,3,15,1,10,1957,Croix-Rousse,7,à rénover,0,359400
34,2,3,1,2,1948,Presqu'île,0,bon,0,232200
57,3,4,0,7,2005,Vieux Lyon,3,à rénover,0,328000
41,2,5,0,7,1965,Monplaisir,1,à rénover,1,220200
82,4,1,0,6,1983,Monplaisir,5,neuf,1,539800
48,2,15,1,6,1985,Monplaisir,8,à rénover,1,289500
63,3,5,0,7,1990,Part-Dieu,6,neuf,1,443400
73,3,12,1,6,1984,Part-Dieu,4,bon,1,503100
76,3,5,0,7,2025,Confluence,6,neuf,1,542400
29,1,9,0,4,1988,Part-Dieu,6,neuf,1,223000
29,1,9,0,7,1941,Croix-Rousse,3,bon,0,189300
122,5,12,1,8,2003,Confluence,5,bon,1,828400
19,1,0,1,7,1996,Part-Dieu,0,bon,1,129700
42,2,1,0,5,1969,Part-Dieu,5,bon,0,258500
39,2,14,1,3,1900,Vieux Lyon,2,bon,0,256400
67,3,8,1,7,2000,Monplaisir,3,bon,1,435600
24,1,14,1,8,1983,Monplaisir,10,neuf,1,183000
42,2,1,0,2,1999,Presqu'île,1,bon,1,315400
92,4,14,0,4,1940,Presqu'île,5,à rénover,0,570800
67,3,11,0,4,1962,Presqu'île,0,bon,0,472800
53,3,11,0,8,1962,Monplaisir,4,bon,0,329500
31,1,7,0,8,1908,Croix-Rousse,0,bon,0,186600
19,1,8,0,1,1928,Presqu'île,0,bon,0,129900
57,3,7,0,6,1943,Monplaisir,4,à rénover,0,283500
18,1,1,0,4,1976,Monplaisir,4,bon,1,126300
68,3,10,1,8,2025,Confluence,10,à rénover,1,424100
138,5,1,0,10,2025,Confluence,5,neuf,1,951700
27,1,8,0,4,1946,Presqu'île,3,bon,0,193600
56,3,7,0,8,1977,Part-Dieu,0,bon,0,342500
23,1,7,0,7,1966,Croix-Rousse,3,bon,0,151600
21,1,8,1,8,1951,Monplaisir,0,bon,0,119600
40,2,12,0,8,1971,Croix-Rousse,6,bon,0,273800
47,2,12,0,7,1941,Croix-Rousse,4,à rénover,0,271700
44,2,15,1,8,1905,Croix-Rousse,10,à rénover,0,247700
172,6,10,1,6,1968,Monplaisir,8,à rénover,1,932700
80,4,14,1,8,1984,Monplaisir,10,bon,1,528100
26,1,11,0,5,1902,Vieux Lyon,1,neuf,0,173800
53,2,2,0,5,1963,Part-Dieu,0,à rénover,0,266100
50,2,5,0,7,1956,Croix-Rousse,3,bon,0,320500
37,2,6,0,7,1988,Part-Dieu,6,bon,0,228700
35,2,9,0,7,1914,Vieux Lyon,8,à rénover,0,197400
93,5,6,0,3,1950,Presqu'île,2,bon,0,624400
32,2,9,0,6,1977,Monplaisir,4,bon,0,205400
121,5,10,0,5,1970,Monplaisir,0,bon,0,732300
46,2,11,0,9,2025,Confluence,12,neuf,1,354800
25,1,1,0,7,1993,Monplaisir,3,à rénover,0,124700
53,2,5,1,7,1950,Confluence,8,bon,0,336300
25,1,8,0,5,1914,Vieux Lyon,4,bon,0,158600
106,5,12,1,4,1979,Part-Dieu,2,bon,1,708100
96,4,12,0,4,1914,Vieux Lyon,12,bon,0,628100
74,3,15,0,5,1981,Part-Dieu,7,neuf,1,538700
23,1,13,1,3,1966,Presqu'île,6,bon,0,174300
110,5,3,0,5,1966,Part-Dieu,2,à rénover,1,596900
46,2,15,0,6,1968,Croix-Rousse,8,bon,0,332600
52,2,2,0,6,1950,Part-Dieu,3,bon,1,321500
19,1,5,1,3,2005,Presqu'île,7,neuf,0,156700
41,2,13,1,8,2025,Confluence,6,neuf,1,326200
51,2,9,0,8,1955,Croix-Rousse,6,bon,0,332900
90,5,13,0,6,1986,Part-Dieu,7,bon,0,570300
38,2,3,0,10,1975,Monplaisir,8,à rénover,0,192700
18,1,6,0,8,2002,Confluence,3,bon,1,132700
43,2,2,0,2,1976,Presqu'île,3,à rénover,0,262800
42,2,4,1,3,1965,Presqu'île,4,neuf,0,313900
22,1,0,0,4,2004,Part-Dieu,5,à rénover,0,123100
47,2,10,1,7,2023,Confluence,5,neuf,1,359500
19,1,10,1,5,1950,Presqu'île,8,neuf,0,146300
105,6,2,0,3,1925,Vieux Lyon,1,bon,0,645000
61,3,1,0,4,1979,Part-Dieu,0,neuf,0,394400
119,6,3,0,6,1940,Presqu'île,7,à rénover,0,685300
83,4,10,0,5,2011,Part-Dieu,1,neuf,1,597300
32,2,9,0,8,1941,Presqu'île,1,neuf,0,230300
45,2,13,0,7,1907,Vieux Lyon,0,bon,0,280900
34,2,1,0,3,2005,Part-Dieu,1,bon,1,226300
35,2,0,0,5,1988,Part-Dieu,1,bon,1,231500
53,3,10,1,5,1919,Vieux Lyon,2,bon,0,339700
51,2,15,0,4,2002,Presqu'île,13,neuf,0,418600
24,1,1,0,7,1934,Vieux Lyon,2,bon,0,147700
58,2,8,1,6,1995,Croix-Rousse,12,bon,1,428300
55,3,1,0,10,2009,Monplaisir,3,bon,1,327700
42,2,9,0,3,1989,Presqu'île,5,bon,0,311100
135,6,5,0,7,1929,Croix-Rousse,0,bon,0,828200
18,1,3,0,7,1986,Monplaisir,6,neuf,0,122900
34,2,14,1,7,1931,Vieux Lyon,6,bon,0,229700
29,1,10,0,8,1934,Vieux Lyon,8,bon,0,183900
86,4,5,0,5,1984,Part-Dieu,3,bon,0,521800
143,7,13,1,8,2010,Confluence,10,neuf,1,1022200
18,1,1,0,9,2002,Confluence,2,bon,1,131600
36,2,10,0,6,1930,Presqu'île,3,à rénover,0,216600
149,7,13,1,6,2013,Confluence,9,neuf,1,1119100
53,3,10,1,4,1948,Vieux Lyon,3,bon,0,356100
63,3,14,0,8,1979,Monplaisir,8,à rénover,1,360500
18,1,1,0,4,1927,Monplaisir,1,bon,0,97900
54,3,15,0,8,1959,Croix-Rousse,1,bon,1,379800
37,2,2,0,5,1957,Presqu'île,4,bon,1,271500
43,2,0,0,6,1989,Monplaisir,0,bon,1,267100
68,3,3,0,10,2006,Confluence,0,neuf,1,471700
26,1,0,0,7,1920,Monplaisir,0,bon,0,136600
115,5,8,0,4,1929,Presqu'île,6,bon,0,772900
62,3,12,0,9,2007,Confluence,12,neuf,1,462300
19,1,11,0,8,1975,Monplaisir,4,à rénover,1,116300
37,1,11,1,8,1941,Croix-Rousse,5,à rénover,0,213900
56,2,0,0,9,1974,Croix-Rousse,0,bon,0,345600
81,4,10,0,4,2025,Monplaisir,11,bon,1,562800
40,2,9,1,6,1967,Vieux Lyon,7,bon,0,270600
26,1,15,1,7,1940,Vieux Lyon,6,bon,0,181400
49,3,1,0,6,1978,Croix-Rousse,7,neuf,1,353100
51,2,1,0,3,1950,Presqu'île,0,bon,0,336800
28,1,13,1,5,1945,Presqu'île,9,bon,1,222900
38,2,3,0,4,2010,Part-Dieu,1,neuf,1,273800
34,1,15,1,8,1973,Monplaisir,5,bon,0,219700
67,3,7,1,7,1911,Part-Dieu,0,bon,0,381900
19,1,8,1,8,1924,Croix-Rousse,2,bon,0,121400
23,1,3,0,8,1953,Monplaisir,0,à rénover,1,118500
81,3,6,0,9,1941,Vieux Lyon,5,bon,1,513500
27,1,14,1,6,1946,Croix-Rousse,5,bon,0,193200
113,5,0,0,2,1975,Part-Dieu,0,bon,1,703500
59,3,2,0,7,1923,Vieux Lyon,0,à rénover,0,294600
27,2,3,0,4,1943,Presqu'île,0,à rénover,0,159100
43,2,6,0,5,1922,Vieux Lyon,4,bon,0,272500
44,2,0,0,5,1962,Presqu'île,2,bon,0,290300
156,7,6,0,5,2001,Part-Dieu,4,bon,1,994200
42,2,2,0,7,2013,Part-Dieu,3,bon,1,275100
42,2,6,1,9,1965,Croix-Rousse,6,bon,1,290500
96,4,3,0,8,2025,Confluence,8,bon,1,639900
32,1,4,0,5,1982,Part-Dieu,2,bon,1,219900
46,2,10,1,5,1986,Part-Dieu,6,neuf,1,349400
51,3,12,0,11,1979,Croix-Rousse,9,bon,1,358300
77,4,13,1,6,1918,Vieux Lyon,3,bon,0,491400
44,2,11,1,3,1981,Presqu'île,1,à rénover,0,281800
36,1,0,0,6,1950,Croix-Rousse,6,neuf,0,244900
59,3,1,0,4,1970,Presqu'île,0,bon,0,395400
53,2,2,0,6,1929,Part-Dieu,0,à rénover,0,253800
24,1,12,1,6,1940,Vieux Lyon,5,bon,0,163400
36,2,9,0,8,1927,Monplaisir,2,bon,1,218000
65,3,15,1,5,1987,Part-Dieu,5,bon,0,432300
51,2,11,1,3,1982,Part-Dieu,4,à rénover,0,302000
76,3,10,0,6,1986,Vieux Lyon,9,bon,1,531800
111,5,0,0,9,1921,Vieux Lyon,0,bon,0,643700
46,2,15,0,6,1929,Vieux Lyon,3,à rénover,0,261000
38,2,6,0,8,1997,Croix-Rousse,6,neuf,1,292100
20,1,5,0,4,1944,Presqu'île,3,bon,0,137400
77,4,3,0,7,1945,Croix-Rousse,2,bon,0,483400
25,1,0,0,9,1932,Croix-Rousse,0,à rénover,0,128800
37,1,10,1,6,1988,Part-Dieu,7,bon,1,259500
56,3,15,1,7,2000,Part-Dieu,11,bon,1,409300
